scope,task,protocol,degree,metric,median,mean,q25,q75,minimum,maximum
iid,A-k2,A,2,partial_rho_J_error_given_q,0.3459246272148666,0.2774165331749783,0.15912711028013451,0.3987631039753555,-0.03484720333031477,0.4942599470863756
iid,B-k0,B,0,partial_rho_J_error_given_q,0.05976042724226313,0.03221580711013269,0.014041314881967342,0.11531789354454787,-0.22015384831076862,0.16128917674652696
iid,B-k1,B,1,partial_rho_J_error_given_q,0.46898585116311964,0.44605690995973674,0.36286764226622453,0.5602763960016448,0.18184105584823435,0.6383272180022008
iid,B-k2,B,2,partial_rho_J_error_given_q,0.856214566050927,0.7972087571717519,0.7368669760888692,0.8845342550380098,0.5858010974484543,0.8939637160116489
iid,C-k0,C,0,partial_rho_J_error_given_q,-0.0021133658684199417,-0.01465163984503596,-0.06186659681962166,0.03249000524705936,-0.22084216529326223,0.1749189361443561
iid,C-k1,C,1,partial_rho_J_error_given_q,0.36832868140243835,0.4015226557825273,0.285251657659617,0.5195088189264396,0.1067806073434229,0.7382364500337477
iid,C-k2,C,2,partial_rho_J_error_given_q,0.7261606146890015,0.6471096830111801,0.6834186931712782,0.7885963199915711,0.13655678328226709,0.8152004776490125
iid,D-k0,D,0,partial_rho_J_error_given_q,0.04685385159223408,0.011473546848773305,0.007170416187728552,0.09696725933515356,-0.2539317829849791,0.12145102792413066
iid,D-k1,D,1,partial_rho_J_error_given_q,0.3701843211177208,0.34067602012535997,0.1747085612232649,0.4517042847443763,0.05332757296137358,0.6619323250103037
iid,D-k2,D,2,partial_rho_J_error_given_q,0.6498125450009863,0.6261397512219345,0.6304443790754866,0.7377125566037215,0.2743586421016118,0.7918538909897364
ood,A-k0,A,0,partial_rho_J_error_given_q,0.08605933353251238,0.06515383929352238,0.0667087029102755,0.15555437736050381,-0.20364019965121855,0.18346668367463054
ood,A-k1,A,1,partial_rho_J_error_given_q,0.5379920505206035,0.44653831012717154,0.28155143236726066,0.6087900467720971,0.14248737878934337,0.6322977757604039
ood,A-k2,A,2,partial_rho_J_error_given_q,0.30222211710400504,0.2854145597972359,0.1879666839826157,0.3852807390302726,0.05314357880963456,0.49205105981792285
ood,B-k0,B,0,partial_rho_J_error_given_q,-0.0010703953631970888,-0.02188778237384593,-0.08441745839186465,0.07909291614813002,-0.2358277178988351,0.1130276071316685
ood,B-k1,B,1,partial_rho_J_error_given_q,0.37663105898316285,0.43502625816753854,0.3464881731364968,0.5420089707943245,0.23104397864684884,0.69227596647307
ood,B-k2,B,2,partial_rho_J_error_given_q,0.5908543520104534,0.5486489269130294,0.5185143704115016,0.6470690126796458,0.2864373856261023,0.6635391957166057
ood,C-k0,C,0,partial_rho_J_error_given_q,0.045638066395206484,0.028648615609716387,0.008491748637860105,0.11116584496663615,-0.22371977724071165,0.17521725756607298
ood,C-k1,C,1,partial_rho_J_error_given_q,0.5843741964714297,0.5859114186415496,0.48145135828755836,0.6912467915890773,0.2360748809713314,0.9366305024138791
ood,C-k2,C,2,partial_rho_J_error_given_q,0.3951806398426799,0.3943525998248008,0.24711725672199786,0.5642787979619254,0.12148209738205898,0.6358645755312751
ood,D-k0,D,0,partial_rho_J_error_given_q,0.02189631464759848,-0.013893935387380324,-0.0008515930828064998,0.042816890735110164,-0.25018176606226233,0.08166933733811088
